歯牙障害特徴順位,品詞,基本形,All出現回数,All出現事例数,All事例出現率(%),歯牙障害出現回数,歯牙障害出現事例数,歯牙障害事例出現率(%),出現率差_歯牙障害-All,出現率倍率_歯牙障害_All
6593,名詞,コーナー,16,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6594,名詞,サッシ,16,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6595,名詞,セット,20,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6596,名詞,マッサージ,14,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6597,名詞,メニュー,14,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6598,名詞,レスリング,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6599,名詞,レンズ,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6600,名詞,上がり,15,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6601,名詞,下腹,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6602,名詞,入れ,19,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6603,名詞,制作,14,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6604,名詞,孔,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6605,名詞,定規,22,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6606,名詞,寝技,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6607,名詞,尻もち,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6608,名詞,幼児,15,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6609,名詞,心室,16,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6610,名詞,房,13,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6611,名詞,甲,14,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6612,名詞,砂場,19,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6613,名詞,硬直,15,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6614,名詞,趾,14,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6615,名詞,非常,15,13,0.1692,0.0,0.0,0.0,-0.1692,0.0
6616,名詞,運動会,47,47,0.6118,7.0,7.0,0.4422,-0.1696,0.7228
6617,動詞,だす,18,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6618,動詞,吹く,20,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6619,動詞,払う,18,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6620,名詞,夏休み,18,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6621,名詞,屋根,24,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6622,名詞,腫れ,19,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6623,名詞,違和感,18,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6624,名詞,雪,20,18,0.2343,1.0,1.0,0.0632,-0.1711,0.2697
6625,動詞,ふざける,222,217,2.8248,42.0,42.0,2.6532,-0.1716,0.9393
6626,名詞,型,24,23,0.2994,2.0,2.0,0.1263,-0.1731,0.4218
6627,動詞,おる,130,125,1.6272,25.0,23.0,1.4529,-0.1743,0.8929
6628,名詞,女子,38,28,0.3645,3.0,3.0,0.1895,-0.175,0.5199
6629,名詞,最後,28,28,0.3645,3.0,3.0,0.1895,-0.175,0.5199
6630,名詞,もの,63,62,0.8071,10.0,10.0,0.6317,-0.1754,0.7827
6631,名詞,すべり台,45,33,0.4296,6.0,4.0,0.2527,-0.1769,0.5882
6632,名詞,そば,33,33,0.4296,4.0,4.0,0.2527,-0.1769,0.5882
6633,名詞,ベンチ,40,33,0.4296,4.0,4.0,0.2527,-0.1769,0.5882
6634,名詞,班,35,33,0.4296,5.0,4.0,0.2527,-0.1769,0.5882
6635,名詞,失敗,67,67,0.8722,11.0,11.0,0.6949,-0.1773,0.7967
6636,名詞,後ろ,216,203,2.6425,42.0,39.0,2.4637,-0.1788,0.9323
6637,動詞,当る,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6638,名詞,もと,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6639,名詞,カバー,16,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6640,名詞,ジョギング,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6641,名詞,チャイム,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6642,名詞,以上,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6643,名詞,係,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6644,名詞,原動機,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6645,名詞,安静,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6646,名詞,検査,16,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6647,名詞,湯,26,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6648,名詞,演技,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6649,名詞,状況,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6650,名詞,異変,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6651,名詞,肩車,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6652,名詞,脈,15,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6653,名詞,腹痛,16,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6654,名詞,鎖骨,17,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6655,名詞,頸部,14,14,0.1822,0.0,0.0,0.0,-0.1822,0.0
6656,名詞,何,48,48,0.6248,7.0,7.0,0.4422,-0.1826,0.7077
6657,名詞,上肢,19,19,0.2473,1.0,1.0,0.0632,-0.1841,0.2556
6658,名詞,下部,19,19,0.2473,1.0,1.0,0.0632,-0.1841,0.2556
6659,名詞,箱,24,19,0.2473,2.0,1.0,0.0632,-0.1841,0.2556
6660,名詞,入ろう,53,53,0.6899,8.0,8.0,0.5054,-0.1845,0.7326
6661,名詞,バス,30,24,0.3124,2.0,2.0,0.1263,-0.1861,0.4043
6662,名詞,結果,25,24,0.3124,2.0,2.0,0.1263,-0.1861,0.4043
6663,名詞,部屋,27,24,0.3124,3.0,2.0,0.1263,-0.1861,0.4043
6664,名詞,周囲,30,29,0.3775,3.0,3.0,0.1895,-0.188,0.502
6665,名詞,室内,30,29,0.3775,3.0,3.0,0.1895,-0.188,0.502
6666,名詞,７,33,29,0.3775,3.0,3.0,0.1895,-0.188,0.502
6667,名詞,帰宅,75,73,0.9503,12.0,12.0,0.7581,-0.1922,0.7977
6668,名詞,競技,125,112,1.458,22.0,20.0,1.2634,-0.1946,0.8665
6669,動詞,く,16,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6670,動詞,てる,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6671,動詞,隠れる,17,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6672,名詞,7,16,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6673,名詞,やけど,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6674,名詞,ドクター,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6675,名詞,加工,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6676,名詞,器質,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6677,名詞,回復,16,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6678,名詞,図工,16,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6679,名詞,炎,20,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6680,名詞,白内障,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6681,名詞,股関節,23,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6682,名詞,鉛筆,23,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6683,名詞,開,18,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6684,名詞,髄,15,15,0.1953,0.0,0.0,0.0,-0.1953,0.0
6685,動詞,落とす,50,49,0.6379,7.0,7.0,0.4422,-0.1957,0.6932
6686,名詞,サイド,54,49,0.6379,8.0,7.0,0.4422,-0.1957,0.6932
6687,動詞,冷やす,20,20,0.2603,1.0,1.0,0.0632,-0.1971,0.2428
6688,名詞,めまい,21,20,0.2603,1.0,1.0,0.0632,-0.1971,0.2428
6689,名詞,切傷,20,20,0.2603,1.0,1.0,0.0632,-0.1971,0.2428
6690,名詞,地点,21,20,0.2603,1.0,1.0,0.0632,-0.1971,0.2428
6691,動詞,並ぶ,55,54,0.7029,8.0,8.0,0.5054,-0.1975,0.719
6692,名詞,タッチ,27,25,0.3254,2.0,2.0,0.1263,-0.1991,0.3881
6693,名詞,左下,26,25,0.3254,2.0,2.0,0.1263,-0.1991,0.3881
6694,名詞,ダッシュ,34,30,0.3905,3.0,3.0,0.1895,-0.201,0.4853
6695,名詞,メートル,31,30,0.3905,3.0,3.0,0.1895,-0.201,0.4853
6696,名詞,乱取り,34,30,0.3905,3.0,3.0,0.1895,-0.201,0.4853
6697,名詞,縄跳び,41,30,0.3905,3.0,3.0,0.1895,-0.201,0.4853
6698,名詞,コート,115,98,1.2757,18.0,17.0,1.0739,-0.2018,0.8418
6699,名詞,番,40,40,0.5207,5.0,5.0,0.3159,-0.2048,0.6067
6700,動詞,あたる,46,45,0.5858,6.0,6.0,0.379,-0.2068,0.647
6701,名詞,クラス,118,113,1.471,21.0,20.0,1.2634,-0.2076,0.8589
6702,動詞,引き抜く,17,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6703,名詞,お湯,23,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6704,名詞,ハードル,22,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6705,名詞,プラスチック,17,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6706,名詞,作り,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6707,名詞,切り傷,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6708,名詞,既往症,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6709,名詞,熱湯,18,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6710,名詞,発現,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6711,名詞,盤,22,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6712,名詞,瞼,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6713,名詞,精神,17,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6714,名詞,頚,16,16,0.2083,0.0,0.0,0.0,-0.2083,0.0
6715,動詞,掛ける,53,50,0.6509,7.0,7.0,0.4422,-0.2087,0.6794
6716,名詞,ゴール,207,152,1.9787,36.0,28.0,1.7688,-0.2099,0.8939
6717,動詞,当てる,21,21,0.2734,1.0,1.0,0.0632,-0.2102,0.2312
6718,名詞,20,22,21,0.2734,1.0,1.0,0.0632,-0.2102,0.2312
6719,名詞,修学旅行,21,21,0.2734,1.0,1.0,0.0632,-0.2102,0.2312
6720,名詞,集団,21,21,0.2734,1.0,1.0,0.0632,-0.2102,0.2312
6721,動詞,なくなる,27,26,0.3385,2.0,2.0,0.1263,-0.2122,0.3731
6722,名詞,周辺,62,60,0.781,9.0,9.0,0.5685,-0.2125,0.7279
6723,名詞,年生,41,36,0.4686,4.0,4.0,0.2527,-0.2159,0.5393
6724,名詞,見学,42,36,0.4686,5.0,4.0,0.2527,-0.2159,0.5393
6725,名詞,音楽,40,36,0.4686,4.0,4.0,0.2527,-0.2159,0.5393
6726,名詞,キーパー,45,41,0.5337,6.0,5.0,0.3159,-0.2178,0.5919
6727,名詞,声,81,75,0.9763,13.0,12.0,0.7581,-0.2182,0.7765
6728,名詞,陸上,76,75,0.9763,12.0,12.0,0.7581,-0.2182,0.7765
6729,名詞,パス,86,80,1.0414,16.0,13.0,0.8212,-0.2202,0.7886
6730,動詞,痛む,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6731,動詞,食べる,21,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6732,名詞,バッティングマシーン,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6733,名詞,ヘリ,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6734,名詞,体調,19,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6735,名詞,引火,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6736,名詞,摘出,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6737,名詞,測定,18,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6738,名詞,激痛,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6739,名詞,級友,25,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6740,名詞,耳鳴り,17,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6741,名詞,聴力,18,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6742,名詞,調整,19,17,0.2213,0.0,0.0,0.0,-0.2213,0.0
6743,動詞,からかう,23,22,0.2864,1.0,1.0,0.0632,-0.2232,0.2207
6744,名詞,神経,23,22,0.2864,1.0,1.0,0.0632,-0.2232,0.2207
6745,動詞,歩く,234,221,2.8769,46.0,42.0,2.6532,-0.2237,0.9222
6746,名詞,金具,28,27,0.3515,2.0,2.0,0.1263,-0.2252,0.3593
6747,動詞,向ける,61,61,0.7941,9.0,9.0,0.5685,-0.2256,0.7159
6748,動詞,もつれる,32,32,0.4166,3.0,3.0,0.1895,-0.2271,0.4549
6749,動詞,触れる,32,32,0.4166,3.0,3.0,0.1895,-0.2271,0.4549
6750,名詞,卓球,47,32,0.4166,3.0,3.0,0.1895,-0.2271,0.4549
6751,名詞,一緒,104,100,1.3017,17.0,17.0,1.0739,-0.2278,0.825
6752,名詞,階,191,134,1.7443,35.0,24.0,1.5161,-0.2282,0.8692
6753,名詞,コース,53,42,0.5467,6.0,5.0,0.3159,-0.2308,0.5778
6754,名詞,枠,51,47,0.6118,6.0,6.0,0.379,-0.2328,0.6195
6755,名詞,ファウルチップ,18,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6756,名詞,心臓,20,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6757,名詞,眼瞼,19,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6758,名詞,背部,18,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6759,名詞,血腫,18,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6760,名詞,連絡,19,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6761,形容詞,硬い,18,18,0.2343,0.0,0.0,0.0,-0.2343,0.0
6762,名詞,ベース,60,52,0.6769,7.0,7.0,0.4422,-0.2347,0.6533
6763,名詞,投手,54,52,0.6769,7.0,7.0,0.4422,-0.2347,0.6533
6764,動詞,座り込む,23,23,0.2994,1.0,1.0,0.0632,-0.2362,0.2111
6765,名詞,",",27,23,0.2994,2.0,1.0,0.0632,-0.2362,0.2111
6766,名詞,8,23,23,0.2994,1.0,1.0,0.0632,-0.2362,0.2111
6767,名詞,棚,27,23,0.2994,1.0,1.0,0.0632,-0.2362,0.2111
6768,名詞,跳び箱,30,23,0.2994,2.0,1.0,0.0632,-0.2362,0.2111
6769,動詞,登る,60,57,0.742,8.0,8.0,0.5054,-0.2366,0.6811
6770,名詞,席,67,57,0.742,9.0,8.0,0.5054,-0.2366,0.6811
6771,動詞,話す,29,28,0.3645,2.0,2.0,0.1263,-0.2382,0.3465
6772,動詞,立ち上がる,68,62,0.8071,9.0,9.0,0.5685,-0.2386,0.7044
6773,名詞,鉄棒,147,96,1.2497,27.0,16.0,1.0107,-0.239,0.8088
6774,名詞,手前,39,38,0.4947,4.0,4.0,0.2527,-0.242,0.5108
6775,名詞,スパイク,43,43,0.5598,5.0,5.0,0.3159,-0.2439,0.5643
6776,動詞,付く,19,19,0.2473,0.0,0.0,0.0,-0.2473,0.0
6777,動詞,突き破る,19,19,0.2473,0.0,0.0,0.0,-0.2473,0.0
6778,名詞,まひ,19,19,0.2473,0.0,0.0,0.0,-0.2473,0.0
6779,名詞,黄,21,19,0.2473,0.0,0.0,0.0,-0.2473,0.0
6780,名詞,先端,56,53,0.6899,7.0,7.0,0.4422,-0.2477,0.641
6781,動詞,殴る,92,87,1.1325,15.0,14.0,0.8844,-0.2481,0.7809
6782,名詞,出入り口,25,24,0.3124,2.0,1.0,0.0632,-0.2492,0.2023
6783,名詞,分間,31,24,0.3124,1.0,1.0,0.0632,-0.2492,0.2023
6784,名詞,機械,41,24,0.3124,2.0,1.0,0.0632,-0.2492,0.2023
6785,名詞,腰部,25,24,0.3124,1.0,1.0,0.0632,-0.2492,0.2023
6786,名詞,８,27,24,0.3124,1.0,1.0,0.0632,-0.2492,0.2023
6787,動詞,動かす,29,29,0.3775,2.0,2.0,0.1263,-0.2512,0.3346
6788,名詞,スタート,33,29,0.3775,2.0,2.0,0.1263,-0.2512,0.3346
6789,名詞,いす,43,34,0.4426,3.0,3.0,0.1895,-0.2531,0.4282
6790,名詞,テスト,36,34,0.4426,3.0,3.0,0.1895,-0.2531,0.4282
6791,名詞,固定,42,39,0.5077,4.0,4.0,0.2527,-0.255,0.4977
6792,名詞,腹,46,44,0.5728,5.0,5.0,0.3159,-0.2569,0.5515
6793,動詞,引く,50,49,0.6379,6.0,6.0,0.379,-0.2589,0.5941
6794,名詞,フック,28,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6795,名詞,ペース,21,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6796,名詞,不明,20,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6797,名詞,午前,20,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6798,名詞,失明,20,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6799,名詞,救命,21,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6800,名詞,斑,22,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6801,名詞,発生,21,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6802,名詞,短縮,20,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6803,名詞,胸椎,22,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6804,名詞,腰椎,20,20,0.2603,0.0,0.0,0.0,-0.2603,0.0
6805,動詞,聞く,26,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6806,名詞,10,27,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6807,名詞,ら,25,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6808,名詞,午後,27,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6809,名詞,臀部,26,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6810,名詞,装着,27,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6811,名詞,親指,26,25,0.3254,1.0,1.0,0.0632,-0.2622,0.1942
6812,動詞,たたく,37,30,0.3905,3.0,2.0,0.1263,-0.2642,0.3234
6813,動詞,乗せる,30,30,0.3905,2.0,2.0,0.1263,-0.2642,0.3234
6814,動詞,突く,30,30,0.3905,2.0,2.0,0.1263,-0.2642,0.3234
6815,名詞,字,34,30,0.3905,2.0,2.0,0.1263,-0.2642,0.3234
6816,名詞,ウォーミングアップ,36,35,0.4556,3.0,3.0,0.1895,-0.2661,0.4159
6817,名詞,切,38,35,0.4556,3.0,3.0,0.1895,-0.2661,0.4159
6818,名詞,入り口,43,40,0.5207,4.0,4.0,0.2527,-0.268,0.4853
6819,動詞,引っ掻く,23,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6820,動詞,泳ぐ,31,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6821,名詞,),22,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6822,名詞,ストレッチ,22,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6823,名詞,剥離,25,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6824,名詞,応急,21,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6825,名詞,急性,22,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6826,名詞,腕骨,23,21,0.2734,0.0,0.0,0.0,-0.2734,0.0
6827,動詞,挟まる,55,55,0.716,7.0,7.0,0.4422,-0.2738,0.6176
6828,名詞,119,26,26,0.3385,1.0,1.0,0.0632,-0.2753,0.1867
6829,名詞,あと,26,26,0.3385,1.0,1.0,0.0632,-0.2753,0.1867
6830,名詞,異常,29,26,0.3385,1.0,1.0,0.0632,-0.2753,0.1867
6831,動詞,踏む,34,31,0.4035,3.0,2.0,0.1263,-0.2772,0.313
6832,名詞,(,32,31,0.4035,2.0,2.0,0.1263,-0.2772,0.313
6833,動詞,起こす,66,65,0.8461,9.0,9.0,0.5685,-0.2776,0.6719
6834,名詞,放課後,70,70,0.9112,10.0,10.0,0.6317,-0.2795,0.6933
6835,名詞,式,46,46,0.5988,5.0,5.0,0.3159,-0.2829,0.5276
6836,名詞,自分,225,216,2.8118,41.0,40.0,2.5268,-0.285,0.8986
6837,名詞,朝,121,119,1.5491,20.0,20.0,1.2634,-0.2857,0.8156
6838,名詞,火,29,22,0.2864,0.0,0.0,0.0,-0.2864,0.0
6839,名詞,眼下,22,22,0.2864,0.0,0.0,0.0,-0.2864,0.0
6840,名詞,回転,104,90,1.1716,15.0,14.0,0.8844,-0.2872,0.7549
6841,名詞,穴,31,27,0.3515,1.0,1.0,0.0632,-0.2883,0.1798
6842,名詞,トレーニング,65,61,0.7941,8.0,8.0,0.5054,-0.2887,0.6364
6843,名詞,体,241,231,3.007,43.0,43.0,2.7164,-0.2906,0.9034
6844,名詞,遊具,83,66,0.8592,12.0,9.0,0.5685,-0.2907,0.6617
6845,名詞,方,106,100,1.3017,17.0,16.0,1.0107,-0.291,0.7764
6846,名詞,理科,43,42,0.5467,4.0,4.0,0.2527,-0.294,0.4622
6847,名詞,生活,42,42,0.5467,4.0,4.0,0.2527,-0.294,0.4622
6848,動詞,倒れ込む,47,47,0.6118,5.0,5.0,0.3159,-0.2959,0.5163
6849,名詞,話,54,52,0.6769,6.0,6.0,0.379,-0.2979,0.5599
6850,名詞,急,124,120,1.5621,20.0,20.0,1.2634,-0.2987,0.8088
6851,動詞,うずくまる,23,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6852,動詞,つかまる,25,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6853,名詞,ショック,23,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6854,名詞,士,30,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6855,名詞,止血,23,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6856,名詞,眉間,26,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6857,名詞,調理,27,23,0.2994,0.0,0.0,0.0,-0.2994,0.0
6858,動詞,崩れる,59,57,0.742,7.0,7.0,0.4422,-0.2998,0.596
6859,動詞,はさむ,28,28,0.3645,1.0,1.0,0.0632,-0.3013,0.1734
6860,名詞,箇所,33,28,0.3645,1.0,1.0,0.0632,-0.3013,0.1734
6861,名詞,通報,28,28,0.3645,1.0,1.0,0.0632,-0.3013,0.1734
6862,名詞,隙間,28,28,0.3645,1.0,1.0,0.0632,-0.3013,0.1734
6863,動詞,休む,36,33,0.4296,2.0,2.0,0.1263,-0.3033,0.294
6864,名詞,職員,34,33,0.4296,2.0,2.0,0.1263,-0.3033,0.294
6865,名詞,出場,67,67,0.8722,9.0,9.0,0.5685,-0.3037,0.6518
6866,名詞,確認,70,67,0.8722,9.0,9.0,0.5685,-0.3037,0.6518
6867,名詞,程度,41,38,0.4947,3.0,3.0,0.1895,-0.3052,0.3831
6868,名詞,投球,46,43,0.5598,4.0,4.0,0.2527,-0.3071,0.4514
6869,名詞,自由,43,43,0.5598,4.0,4.0,0.2527,-0.3071,0.4514
6870,名詞,指導,124,111,1.4449,19.0,18.0,1.1371,-0.3078,0.787
6871,名詞,トラブル,49,48,0.6248,5.0,5.0,0.3159,-0.3089,0.5056
6872,名詞,注意,50,48,0.6248,5.0,5.0,0.3159,-0.3089,0.5056
6873,名詞,鬼,59,48,0.6248,5.0,5.0,0.3159,-0.3089,0.5056
6874,名詞,4,87,82,1.0674,12.0,12.0,0.7581,-0.3093,0.7102
6875,名詞,家庭,25,24,0.3124,0.0,0.0,0.0,-0.3124,0.0
6876,名詞,強風,25,24,0.3124,0.0,0.0,0.0,-0.3124,0.0
6877,名詞,裂,24,24,0.3124,0.0,0.0,0.0,-0.3124,0.0
6878,名詞,鍋,46,24,0.3124,0.0,0.0,0.0,-0.3124,0.0
6879,形容詞,大きい,59,58,0.755,7.0,7.0,0.4422,-0.3128,0.5857
6880,名詞,ラグビー,68,68,0.8852,9.0,9.0,0.5685,-0.3167,0.6422
6881,動詞,打ち返す,42,39,0.5077,4.0,3.0,0.1895,-0.3182,0.3733
6882,動詞,続ける,40,39,0.5077,3.0,3.0,0.1895,-0.3182,0.3733
6883,名詞,スマッシュ,45,39,0.5077,3.0,3.0,0.1895,-0.3182,0.3733
6884,形容詞,悪い,74,73,0.9503,10.0,10.0,0.6317,-0.3186,0.6647
6885,名詞,下,404,374,4.8685,77.0,72.0,4.5483,-0.3202,0.9342
6886,名詞,担任,103,78,1.0154,13.0,11.0,0.6949,-0.3205,0.6844
6887,名詞,ネット,235,180,2.3431,42.0,32.0,2.0215,-0.3216,0.8627
6888,動詞,言う,54,49,0.6379,5.0,5.0,0.3159,-0.322,0.4952
6889,名詞,位,58,54,0.7029,6.0,6.0,0.379,-0.3239,0.5392
6890,名詞,開放,25,25,0.3254,0.0,0.0,0.0,-0.3254,0.0
6891,名詞,ＡＥＤ,29,25,0.3254,0.0,0.0,0.0,-0.3254,0.0
6892,動詞,動ける,30,30,0.3905,1.0,1.0,0.0632,-0.3273,0.1618
6893,名詞,ブランコ,56,30,0.3905,2.0,1.0,0.0632,-0.3273,0.1618
6894,動詞,始める,70,69,0.8982,9.0,9.0,0.5685,-0.3297,0.6329
6895,名詞,両足,51,50,0.6509,6.0,5.0,0.3159,-0.335,0.4853
6896,名詞,開始,57,50,0.6509,5.0,5.0,0.3159,-0.335,0.4853
6897,動詞,合う,88,84,1.0935,12.0,12.0,0.7581,-0.3354,0.6933
6898,動詞,見える,56,55,0.716,6.0,6.0,0.379,-0.337,0.5293
6899,動詞,泣く,27,26,0.3385,0.0,0.0,0.0,-0.3385,0.0
6900,名詞,断,26,26,0.3385,0.0,0.0,0.0,-0.3385,0.0
6901,動詞,思う,95,94,1.2236,14.0,14.0,0.8844,-0.3392,0.7228
6902,名詞,ロッカー,41,31,0.4035,2.0,1.0,0.0632,-0.3403,0.1566
6903,名詞,反応,36,36,0.4686,2.0,2.0,0.1263,-0.3423,0.2695
6904,名詞,跳箱,49,41,0.5337,4.0,3.0,0.1895,-0.3442,0.3551
6905,動詞,叩く,53,46,0.5988,4.0,4.0,0.2527,-0.3461,0.422
6906,名詞,技,86,80,1.0414,11.0,11.0,0.6949,-0.3465,0.6673
6907,名詞,保護,31,27,0.3515,0.0,0.0,0.0,-0.3515,0.0
6908,名詞,刃,30,27,0.3515,0.0,0.0,0.0,-0.3515,0.0
6909,動詞,上げる,99,95,1.2367,15.0,14.0,0.8844,-0.3523,0.7151
6910,名詞,下敷き,33,32,0.4166,1.0,1.0,0.0632,-0.3534,0.1517
6911,名詞,直後,66,66,0.8592,8.0,8.0,0.5054,-0.3538,0.5882
6912,動詞,ぶら下がる,37,37,0.4816,2.0,2.0,0.1263,-0.3553,0.2623
6913,名詞,機,47,37,0.4816,3.0,2.0,0.1263,-0.3553,0.2623
6914,名詞,症状,39,37,0.4816,2.0,2.0,0.1263,-0.3553,0.2623
6915,動詞,跳ね返る,106,105,1.3668,16.0,16.0,1.0107,-0.3561,0.7395
6916,名詞,実習,87,76,0.9893,11.0,10.0,0.6317,-0.3576,0.6385
